"city","state","lon","lat"
"Panorama City","CA",-118.4375,34.1875
"Sherman Oaks","CA",-118.4375,34.1875
"Burbank","CA",-118.3125,34.1875
"North Hollywood","CA",-118.3125,34.1875
"Studio City","CA",-118.4375,34.1875
"Valley Village","CA",-118.4375,34.1875
"Universal City","CA",-118.3125,34.1875
"Toluca Lake","CA",-118.3125,33.8125
"Alta Loma","CA",-117.5625,34.1875
"Azusa","CA",-117.9375,34.1875
"Baldwin Park","CA",-117.9375,34.0625
"Chino","CA",-115.9375,34.8125
"Chino Hills","CA",-117.6875,33.9375
"Claremont","CA",-117.6875,34.0625
"City Of Industry","CA",-118.3125,33.8125
"Corona","CA",-116.0625,33.8125
"Covina","CA",-117.9375,34.0625
"Rancho Cucamonga","CA",-115.9375,34.8125
"El Monte","CA",-118.0625,34.0625
"South El Monte","CA",-118.0625,34.0625
"Glendora","CA",-117.8125,34.0625
"Guasti","CA",-117.5625,34.0625
"La Puente","CA",-117.9375,34.0625
"Hacienda Heights","CA",-117.9375,34.0625
"Rowland Heights","CA",-117.9375,33.9375
"La Verne","CA",-117.8125,34.0625
"Mira Loma","CA",-117.5625,34.0625
"Monterey Park","CA",-118.1875,34.0625
"Ontario","CA",-115.9375,34.8125
"Mt Baldy","CA",-117.6875,34.1875
"Norco","CA",-116.0625,33.8125
"Montclair","CA",-117.6875,34.0625
"Diamond Bar","CA",-117.8125,34.0625
"Pomona","CA",-117.8125,34.0625
"Rosemead","CA",-118.0625,34.0625
"San Dimas","CA",-117.8125,34.0625
"San Gabriel","CA",-118.0625,34.0625
"Temple City","CA",-118.0625,34.0625
"Upland","CA",-117.6875,34.1875
"Walnut","CA",-118.3125,33.8125
"West Covina","CA",-117.9375,34.0625
"Alhambra","CA",-118.1875,34.0625
"Alpine","CA",-116.6875,32.8125
"Bonita","CA",-117.0625,32.6875
"Boulevard","CA",-116.3125,32.6875
"Campo","CA",-116.4375,32.6875
"Chula Vista","CA",-116.8125,33.0625
"Descanso","CA",-116.5625,32.9375
"Dulzura","CA",-116.6875,32.6875
"La Presa","CA",-117.0625,32.6875
"Guatay","CA",-116.5625,32.8125
"Imperial Beach","CA",-117.0625,32.5625
"Jacumba","CA",-116.1875,32.6875
"Jamul","CA",-116.8125,32.6875
"La Mesa","CA",-117.0625,32.8125
"Lemon Grove","CA",-117.0625,32.6875
"Lincoln Acres","CA",-116.8125,33.0625
"Mount Laguna","CA",-116.4375,32.9375
"National City","CA",-117.0625,32.6875
"Pine Valley","CA",-116.4375,32.8125
"Potrero","CA",-116.5625,32.6875
"Spring Valley","CA",-116.8125,33.0625
"Tecate","CA",-116.6875,32.6875
"Carlsbad","CA",-117.1875,33.1875
"Bonsall","CA",-117.1875,33.3125
"Borrego Springs","CA",-116.3125,33.1875
"Cardiff By The Sea","CA",-117.1875,33.0625
"Del Mar","CA",-117.1875,32.9375
"El Cajon","CA",-116.9375,32.8125
"Encinitas","CA",-116.8125,33.0625
"Escondido","CA",-117.0625,33.0625
"Fallbrook","CA",-117.1875,33.4375
"Adelanto","CA",-117.4375,34.5625
"Julian","CA",-116.5625,33.0625
"La Jolla","CA",-117.1875,32.8125
"Lakeside","CA",-116.9375,32.8125
"Oceanside","CA",-116.8125,33.0625
"Camp Pendleton","CA",-116.8125,33.0625
"Pala","CA",-117.0625,33.3125
"Palomar Mountain","CA",-116.8125,33.3125
"Pauma Valley","CA",-116.9375,33.3125
"Poway","CA",-117.0625,32.9375
"Ramona","CA",-116.8125,33.0625
"Ranchita","CA",-116.5625,33.1875
"Rancho Santa Fe","CA",-117.1875,33.0625
"San Luis Rey","CA",-116.8125,33.0625
"San Marcos","CA",-117.1875,33.1875
"Santa Ysabel","CA",-116.6875,33.1875
"Santee","CA",-116.9375,32.8125
"Solana Beach","CA",-117.1875,32.9375
"Vista","CA",-117.1875,33.1875
"Valley Center","CA",-117.0625,33.3125
"Warner Springs","CA",-116.6875,33.3125
"San Diego","CA",-117.1875,32.6875
"Coronado","CA",-117.1875,32.6875
"San Ysidro","CA",-116.8125,33.0625
"Indio","CA",-116.1875,33.6875
"Indian Wells","CA",-116.3125,33.6875
"Palm Desert","CA",-116.3125,33.8125
"Banning","CA",-116.9375,33.9375
"Bard","CA",-114.5625,32.8125
"Beaumont","CA",-116.9375,33.9375
"Blythe","CA",-114.5625,33.6875
"Brawley","CA",-115.5625,32.9375
"Cabazon","CA",-116.8125,33.9375
"Calexico","CA",-115.4375,32.6875
"Calipatria","CA",-115.5625,33.1875
"Cathedral City","CA",-116.4375,33.8125
"Coachella","CA",-116.1875,33.6875
"Desert Center","CA",-115.4375,33.8125
"Desert Hot Springs","CA",-116.5625,33.9375
"Earp","CA",-114.3125,34.1875
"El Centro","CA",-115.5625,32.8125
"La Quinta","CA",-116.3125,33.6875
"Heber","CA",-115.5625,32.6875
"Holtville","CA",-115.3125,32.8125
"Imperial","CA",-115.5625,32.8125
"Joshua Tree","CA",-116.3125,34.1875
"Mecca","CA",-115.9375,33.5625
"Morongo Valley","CA",-116.5625,34.0625
"Niland","CA",-115.5625,33.3125
"North Palm Springs","CA",-116.5625,33.9375
"Ocotillo","CA",-115.9375,32.6875
"Palm Springs","CA",-116.5625,33.8125
"Palo Verde","CA",-114.6875,33.4375
"Parker Dam","CA",-114.1875,34.3125
"Pioneertown","CA",-116.5625,34.1875
"Rancho Mirage","CA",-116.4375,33.8125
"Seeley","CA",-115.6875,32.8125
"Thermal","CA",-116.0625,33.4375
"Salton City","CA",-115.9375,33.3125
"Thousand Palms","CA",-116.4375,33.8125
"Twentynine Palms","CA",-116.0625,34.1875
"Vidal","CA",-114.5625,34.1875
"Westmorland","CA",-115.5625,33.0625
"White Water","CA",-116.6875,33.9375
"Winterhaven","CA",-114.6875,32.8125
"Yucca Valley","CA",-116.4375,34.1875
"Landers","CA",-116.4375,34.3125
"Amboy","CA",-115.6875,34.5625
"Angelus Oaks","CA",-116.9375,34.1875
"Apple Valley","CA",-117.1875,34.5625
"Baker","CA",-116.0625,35.3125
"Fort Irwin","CA",-116.6875,35.3125
"Barstow","CA",-117.0625,34.9375
"Grand Terrace","CA",-117.3125,34.0625
"Big Bear City","CA",-116.8125,34.3125
"Big Bear Lake","CA",-116.9375,34.1875
"Bloomington","CA",-117.4375,34.0625
"Blue Jay","CA",-117.1875,34.1875
"Bryn Mawr","CA",-117.1875,34.0625
"Calimesa","CA",-117.0625,33.9375
"Cedar Glen","CA",-117.1875,34.3125
"Cedarpines Park","CA",-115.9375,34.8125
"Cima","CA",-115.4375,35.1875
"Colton","CA",-117.3125,34.0625
"Crestline","CA",-117.3125,34.1875
"Crest Park","CA",-115.9375,34.8125
"Daggett","CA",-116.8125,34.8125
"Death Valley","CA",-117.1875,35.9375
"Phelan","CA",-115.9375,34.8125
"Fontana","CA",-117.4375,34.0625
"Essex","CA",-115.1875,35.0625
"Fawnskin","CA",-116.9375,34.3125
"Ludlow","CA",-116.1875,34.6875
"Forest Falls","CA",-116.9375,34.0625
"Hesperia","CA",-115.9375,34.8125
"Green Valley Lake","CA",-117.0625,34.1875
"Helendale","CA",-117.3125,34.8125
"Highland","CA",-117.1875,34.1875
"Hinkley","CA",-117.1875,34.9375
"Loma Linda","CA",-115.9375,34.8125
"Lake Arrowhead","CA",-117.1875,34.3125
"Lucerne Valley","CA",-116.9375,34.4375
"Lytle Creek","CA",-117.5625,34.1875
"Mentone","CA",-117.0625,34.0625
"Needles","CA",-114.6875,34.8125
"Nipton","CA",-115.4375,35.4375
"Newberry Springs","CA",-116.6875,34.9375
"Mountain Pass","CA",-115.9375,34.8125
"Oro Grande","CA",-117.3125,34.6875
"Patton","CA",-115.9375,34.8125
"Pinon Hills","CA",-117.6875,34.4375
"Redlands","CA",-117.1875,34.0625
"Rialto","CA",-117.4375,34.0625
"Rimforest","CA",-115.9375,34.8125
"Running Springs","CA",-117.0625,34.1875
"Shoshone","CA",-116.3125,35.9375
"Skyforest","CA",-115.9375,34.8125
"Sugarloaf","CA",-116.8125,34.1875
"Tecopa","CA",-116.1875,35.8125
"Twin Peaks","CA",-115.9375,34.8125
"Victorville","CA",-117.3125,34.4375
"Winchester","CA",-117.0625,33.6875
"Wrightwood","CA",-117.6875,34.3125
"Yermo","CA",-116.8125,34.9375
"Yucaipa","CA",-117.0625,34.0625
"San Bernardino","CA",-117.3125,34.0625
"Riverside","CA",-117.3125,33.9375
"March Air Force Base","CA",-117.3125,33.9375
"Lake Elsinore","CA",-117.3125,33.6875
"Aguanga","CA",-116.8125,33.4375
"Anza","CA",-116.6875,33.5625
"Hemet","CA",-116.9375,33.6875
"Homeland","CA",-117.0625,33.6875
"Idyllwild","CA",-116.6875,33.8125
"Moreno Valley","CA",-117.1875,33.9375
"Mountain Center","CA",-116.5625,33.6875
"Murrieta","CA",-117.3125,33.5625
"Nuevo","CA",-117.0625,33.8125
"Perris","CA",-117.3125,33.8125
"San Jacinto","CA",-116.0625,33.8125
"Menifee","CA",-117.1875,33.6875
"Sun City","CA",-117.1875,33.6875
"Temecula","CA",-116.0625,33.8125
"Wildomar","CA",-117.3125,33.5625
"Irvine","CA",-117.8125,33.6875
"Huntington Beach","CA",-117.8125,33.6875
"Laguna Niguel","CA",-117.8125,33.6875
"El Toro","CA",-117.6875,33.5625
"Foothill Ranch","CA",-117.6875,33.6875
"Capistrano Beach","CA",-117.5625,33.4375
"Corona Del Mar","CA",-117.8125,33.5625
"Costa Mesa","CA",-117.9375,33.6875
"Dana Point","CA",-117.6875,33.5625
"Lake Forest","CA",-117.6875,33.6875
"Laguna Hills","CA",-117.6875,33.5625
"Laguna Woods","CA",-117.6875,33.5625
"East Irvine","CA",-117.8125,33.6875
"Laguna Beach","CA",-117.8125,33.5625
"Midway City","CA",-117.9375,33.6875
"Aliso Viejo","CA",-117.6875,33.5625
"Newport Coast","CA",-117.8125,33.5625
"Newport Beach","CA",-117.8125,33.6875
"Placentia","CA",-117.9375,33.8125
"San Clemente","CA",-117.5625,33.4375
"San Juan Capistrano","CA",-117.6875,33.5625
"Silverado","CA",-117.6875,33.6875
"Trabuco Canyon","CA",-117.5625,33.6875
"Garden Grove","CA",-117.9375,33.8125
"Westminster","CA",-117.9375,33.8125
"Rancho Santa Margarita","CA",-117.5625,33.6875
"Mission Viejo","CA",-117.8125,33.6875
"Ladera Ranch","CA",-117.6875,33.5625
"Santa Ana","CA",-117.8125,33.6875
"Fountain Valley","CA",-117.9375,33.6875
"Tustin","CA",-117.8125,33.6875
"Anaheim","CA",-117.9375,33.8125
"Atwood","CA",-117.8125,33.6875
"Brea","CA",-117.9375,33.9375
"Fullerton","CA",-117.9375,33.9375
"Orange","CA",-117.8125,33.6875
"Villa Park","CA",-117.8125,33.8125
"Yorba Linda","CA",-117.8125,33.6875
"Ventura","CA",-119.3125,34.3125
"Camarillo","CA",-119.0625,34.1875
"Carpinteria","CA",-119.5625,34.4375
"Fillmore","CA",-118.9375,34.4375
"Moorpark","CA",-119.1875,34.1875
"Oak View","CA",-119.3125,34.4375
"Ojai","CA",-119.3125,34.4375
"Oxnard","CA",-119.1875,34.1875
"Piru","CA",-118.6875,34.4375
"Port Hueneme","CA",-119.1875,34.1875
"Point Mugu Nawc","CA",-119.0625,34.1875
"Port Hueneme Cbc Base","CA",-119.1875,34.1875
"Santa Paula","CA",-119.0625,34.3125
"Simi Valley","CA",-119.1875,34.1875
"Brandeis","CA",-118.6875,34.3125
"Somis","CA",-119.0625,34.3125
"Summerland","CA",-119.5625,34.4375
"Santa Barbara","CA",-119.6875,34.4375
"Goleta","CA",-119.8125,34.4375
"Alpaugh","CA",-119.4375,35.9375
"Armona","CA",-119.6875,36.3125
"Arvin","CA",-118.8125,35.1875
"Avenal","CA",-120.0625,35.9375
"Bodfish","CA",-118.4375,35.5625
"Buttonwillow","CA",-119.4375,35.4375
"California Hot Springs","CA",-118.6875,35.8125
"Camp Nelson","CA",-118.5625,36.0625
"Coalinga","CA",-120.3125,36.1875
"Corcoran","CA",-119.5625,36.0625
"Delano","CA",-119.1875,35.8125
"Earlimart","CA",-119.3125,35.9375
"Ducor","CA",-119.0625,35.8125
"Edison","CA",-118.8125,35.3125
"Exeter","CA",-119.0625,36.3125
"Frazier Park","CA",-119.1875,34.8125
"Farmersville","CA",-119.1875,36.3125
"Fellows","CA",-119.5625,35.1875
"Glennville","CA",-118.6875,35.6875
"Goshen","CA",-119.4375,36.3125
"Hanford","CA",-119.6875,36.3125
"Huron","CA",-120.0625,36.1875
"Ivanhoe","CA",-119.1875,36.4375
"Kaweah","CA",-118.9375,36.4375
"Kernville","CA",-118.4375,35.8125
"Kettleman City","CA",-120.0625,36.0625
"Lake Isabella","CA",-118.4375,35.5625
"Lamont","CA",-118.9375,35.3125
"Laton","CA",-119.6875,36.4375
"Lebec","CA",-118.9375,34.8125
"Lemon Cove","CA",-119.0625,36.4375
"Lemoore","CA",-119.8125,36.3125
"Lindsay","CA",-119.0625,36.1875
"Lost Hills","CA",-119.9375,35.6875
"McFarland","CA",-119.1875,35.6875
"McKittrick","CA",-119.6875,35.3125
"Maricopa","CA",-119.4375,35.0625
"New Cuyama","CA",-119.6875,34.9375
"Onyx","CA",-118.0625,35.6875
"Pixley","CA",-119.3125,35.9375
"Porterville","CA",-119.0625,36.0625
"Posey","CA",-118.6875,35.8125
"Richgrove","CA",-119.0625,35.8125
"Sequoia National Park","CA",-118.6875,36.5625
"Shafter","CA",-119.3125,35.4375
"Springville","CA",-118.8125,36.1875
"Stratford","CA",-119.8125,36.1875
"Strathmore","CA",-119.0625,36.1875
"Taft","CA",-119.4375,35.1875
"Terra Bella","CA",-119.0625,35.9375
"Three Rivers","CA",-118.8125,36.4375
"Tipton","CA",-119.3125,36.0625
"Tulare","CA",-119.3125,36.1875
"Tupman","CA",-119.4375,35.3125
"Visalia","CA",-119.3125,36.3125
"Wasco","CA",-119.3125,35.5625
"Waukena","CA",-119.5625,36.1875
"Weldon","CA",-118.3125,35.5625
"Wofford Heights","CA",-118.4375,35.6875
"Woodlake","CA",-119.0625,36.4375
"Woody","CA",-118.9375,35.6875
"Bakersfield","CA",-119.0625,35.4375
"Lake of the Woods","CA",-119.0625,34.8125
"San Luis Obispo","CA",-120.6875,35.3125
"Los Osos","CA",-120.8125,35.3125
"Arroyo Grande","CA",-120.5625,35.0625
"Atascadero","CA",-120.6875,35.4375
"Avila Beach","CA",-120.6875,35.1875
"Bradley","CA",-120.9375,35.8125
"Buellton","CA",-120.1875,34.5625
"Cambria","CA",-121.0625,35.5625
"Casmalia","CA",-120.5625,34.8125
"Cayucos","CA",-120.8125,35.4375
"Creston","CA",-120.4375,35.4375
"Grover Beach","CA",-120.5625,35.0625
"Guadalupe","CA",-120.5625,34.9375
"Harmony","CA",-121.0625,35.5625
"Lompoc","CA",-120.4375,34.6875
"Los Alamos","CA",-120.3125,34.8125
"Los Olivos","CA",-120.0625,34.6875
"Morro Bay","CA",-120.8125,35.3125
"Nipomo","CA",-120.4375,35.0625
"Oceano","CA",-120.5625,35.0625
"Paso Robles","CA",-120.6875,35.6875
"Pismo Beach","CA",-120.4375,35.3125
"San Ardo","CA",-120.8125,35.9375
"San Miguel","CA",-120.6875,35.8125
"San Simeon","CA",-121.1875,35.6875
"Santa Margarita","CA",-120.0625,35.3125
"Santa Maria","CA",-120.3125,34.9375
"Santa Ynez","CA",-120.0625,34.6875
"Shandon","CA",-120.3125,35.6875
"Solvang","CA",-120.1875,34.5625
"Templeton","CA",-120.6875,35.5625
"Mojave","CA",-118.1875,35.0625
"California City","CA",-117.9375,35.1875
"Acton","CA",-118.1875,34.4375
"Benton","CA",-118.1875,37.5625
"Big Pine","CA",-118.3125,37.1875
"Bishop","CA",-118.4375,37.3125
"Boron","CA",-117.6875,35.0625
"Bridgeport","CA",-119.3125,38.1875
"Caliente","CA",-118.5625,35.4375
"Cantil","CA",-118.0625,35.1875
"Darwin","CA",-117.5625,36.3125
"Edwards","CA",-117.8125,35.0625
"Independence","CA",-118.1875,36.8125
"Inyokern","CA",-117.9375,35.6875
"Johannesburg","CA",-117.6875,35.3125
"June Lake","CA",-119.0625,37.8125
"Keeler","CA",-117.9375,36.4375
"Keene","CA",-118.5625,35.1875
"Lake Hughes","CA",-118.4375,34.6875
"Lancaster","CA",-118.1875,34.6875
"Lee Vining","CA",-119.0625,37.9375
"Little Lake","CA",-117.1875,36.6875
"Littlerock","CA",-117.9375,34.5625
"Llano","CA",-117.8125,34.4375
"Lone Pine","CA",-118.0625,36.5625
"Mammoth Lakes","CA",-118.8125,37.5625
"Olancha","CA",-117.9375,36.1875
"Palmdale","CA",-118.0625,34.5625
"Pearblossom","CA",-117.9375,34.4375
"Randsburg","CA",-117.6875,35.4375
"Ridgecrest","CA",-117.6875,35.5625
"Red Mountain","CA",-115.9375,34.8125
"Rosamond","CA",-118.3125,34.9375
"Tehachapi","CA",-118.5625,35.1875
"Trona","CA",-117.4375,35.8125
"Valyermo","CA",-117.6875,34.4375
"Ahwahnee","CA",-119.6875,37.4375
"Auberry","CA",-119.4375,37.0625
"Badger","CA",-118.9375,36.6875
"Bass Lake","CA",-119.5625,37.3125
"Big Creek","CA",-119.3125,37.1875
"Biola","CA",-120.0625,36.8125
"Burrel","CA",-119.9375,36.5625
"Cantua Creek","CA",-120.4375,36.5625
"Caruthers","CA",-119.8125,36.5625
"Chowchilla","CA",-120.3125,37.0625
"Clovis","CA",-119.6875,36.8125
"Coarsegold","CA",-119.6875,37.1875
"Cutler","CA",-119.3125,36.5625
"Del Rey","CA",-119.5625,36.6875
"Dinuba","CA",-119.4375,36.5625
"Dos Palos","CA",-120.6875,37.0625
"Dunlap","CA",-119.1875,36.8125
"Firebaugh","CA",-120.5625,36.8125
"Fish Camp","CA",-119.6875,37.4375
"Five Points","CA",-120.1875,36.4375
"Fowler","CA",-119.6875,36.6875
"Friant","CA",-119.6875,37.0625
"Helm","CA",-120.0625,36.5625
"Hume","CA",-118.9375,36.8125
"Kerman","CA",-120.0625,36.6875
"Kingsburg","CA",-119.5625,36.5625
"Kings Canyon National Pk","CA",-118.9375,36.6875
"Lakeshore","CA",-119.1875,37.1875
"Los Banos","CA",-120.8125,37.0625
"Madera","CA",-119.8125,36.9375
"Mendota","CA",-120.4375,36.6875
"Miramonte","CA",-119.0625,36.6875
"Mono Hot Springs","CA",-119.6875,36.6875
"North Fork","CA",-119.5625,37.1875
"Oakhurst","CA",-119.5625,37.4375
"O Neals","CA",-119.6875,37.1875
"Orange Cove","CA",-119.3125,36.5625
"Orosi","CA",-119.1875,36.5625
"Parlier","CA",-119.5625,36.5625
"Piedra","CA",-119.3125,36.8125
"Fresno","CA",-119.8125,36.8125
"Prather","CA",-119.5625,37.0625
"Raisin","CA",-119.9375,36.5625
"Raymond","CA",-119.9375,37.1875
"Reedley","CA",-119.4375,36.5625
"Riverdale","CA",-119.9375,36.4375
"Sanger","CA",-119.5625,36.6875
"San Joaquin","CA",-120.1875,36.5625
"Santa Rita Park","CA",-120.6875,37.1875
"Selma","CA",-119.5625,36.5625
"Shaver Lake","CA",-119.3125,37.0625
"South Dos Palos","CA",-120.6875,36.9375
"Sultana","CA",-119.3125,36.5625
"Tollhouse","CA",-119.4375,36.9375
"Tranquillity","CA",-120.3125,36.6875
"Wishon","CA",-119.5625,37.3125
"Yettem","CA",-119.3125,36.4375
"Traver","CA",-119.4375,36.4375
"Squaw Valley","CA",-119.1875,36.6875
"Salinas","CA",-121.6875,36.6875
"Big Sur","CA",-121.6875,36.1875
"Carmel","CA",-121.8125,36.5625
"Carmel Valley","CA",-121.6875,36.4375
"Chualar","CA",-121.4375,36.5625
"Gonzales","CA",-121.4375,36.5625
"Greenfield","CA",-121.3125,36.3125
"Jolon","CA",-121.1875,36.0625
"King City","CA",-121.0625,36.1875
"Lockwood","CA",-121.0625,35.9375
"Marina","CA",-121.8125,36.6875
"Monterey","CA",-121.8125,36.5625
"Pacific Grove","CA",-121.8125,36.5625
"Pebble Beach","CA",-121.8125,36.5625
"San Lucas","CA",-120.9375,36.1875
"Seaside","CA",-121.8125,36.5625
"Soledad","CA",-121.3125,36.4375
"Spreckels","CA",-121.6875,36.5625
"Belmont","CA",-122.3125,37.5625
"Brisbane","CA",-122.4375,37.6875
"Burlingame","CA",-122.3125,37.5625
"Daly City","CA",-122.4375,37.6875
"El Granada","CA",-122.4375,37.5625
"Half Moon Bay","CA",-122.4375,37.4375
"La Honda","CA",-122.1875,37.3125
"Loma Mar","CA",-122.3125,37.3125
"Los Altos","CA",-122.0625,37.4375
"Menlo Park","CA",-122.1875,37.4375
"Atherton","CA",-122.1875,37.4375
"Portola Valley","CA",-122.1875,37.3125
"Millbrae","CA",-122.4375,37.5625
"Mountain View","CA",-121.6875,37.1875
"Montara","CA",-122.4375,37.5625
"Moss Beach","CA",-122.4375,37.5625
"Pacifica","CA",-122.4375,37.5625
"Redwood City","CA",-122.3125,37.4375
"Pescadero","CA",-122.3125,37.1875
"San Bruno","CA",-122.4375,37.6875
"San Carlos","CA",-122.3125,37.4375
"San Gregorio","CA",-122.3125,37.3125
"South San Francisco","CA",-122.4375,37.6875
"Sunnyvale","CA",-122.0625,37.4375
"San Francisco","CA",-122.6875,37.9375
"Sacramento","CA",-121.5625,38.4375
"Palo Alto","CA",-122.1875,37.4375
"Stanford","CA",-122.1875,37.4375
"San Mateo","CA",-122.3125,37.5625
"Foster City","CA",-122.3125,37.5625
"Alameda","CA",-122.3125,37.8125
"American Canyon","CA",-122.3125,38.1875
"Discovery Bay","CA",-121.6875,37.8125
"Danville","CA",-121.9375,37.8125
"Alamo","CA",-122.0625,37.8125
"Angwin","CA",-122.4375,38.5625
"Antioch","CA",-121.8125,37.9375
"Benicia","CA",-122.1875,38.0625
"Bethel Island","CA",-121.6875,38.0625
"Birds Landing","CA",-121.8125,38.1875
"Brentwood","CA",-121.6875,37.9375
"Byron","CA",-121.5625,37.8125
"Calistoga","CA",-122.5625,38.5625
"Canyon","CA",-121.9375,37.8125
"Clayton","CA",-121.9375,37.9375
"Concord","CA",-122.0625,37.9375
"Pleasant Hill","CA",-122.0625,37.9375
"Crockett","CA",-122.1875,38.0625
"Diablo","CA",-121.9375,37.8125
"El Cerrito","CA",-122.3125,37.9375
"Fairfield","CA",-122.0625,38.3125
"Travis AFB","CA",-121.9375,38.3125
"Fremont","CA",-121.9375,37.5625
"Hayward","CA",-121.9375,37.6875
"Castro Valley","CA",-122.0625,37.6875
"Hercules","CA",-122.1875,38.0625
"Knightsen","CA",-121.6875,37.9375
"Lafayette","CA",-122.0625,37.9375
"Livermore","CA",-121.6875,37.6875
"Martinez","CA",-122.0625,37.9375
"Moraga","CA",-122.0625,37.8125
"Napa","CA",-122.3125,38.3125
"Newark","CA",-122.0625,37.5625
"Oakley","CA",-121.6875,37.9375
"Oakville","CA",-122.4375,38.4375
"Orinda","CA",-122.1875,37.9375
"Pinole","CA",-122.3125,37.9375
"Pittsburg","CA",-121.9375,38.0625
"Pleasanton","CA",-121.8125,37.6875
"Pope Valley","CA",-122.4375,38.6875
"Dublin","CA",-121.9375,37.6875
"Port Costa","CA",-122.1875,38.0625
"Rio Vista","CA",-121.6875,38.1875
"Rodeo","CA",-122.1875,38.0625
"Rutherford","CA",-122.4375,38.4375
"Saint Helena","CA",-122.4375,38.5625
"Deer Park","CA",-122.4375,38.5625
"San Leandro","CA",-122.0625,37.6875
"San Lorenzo","CA",-122.0625,37.6875
"San Ramon","CA",-121.9375,37.8125
"Suisun City","CA",-122.0625,38.1875
"Sunol","CA",-121.9375,37.5625
"Union City","CA",-122.0625,37.5625
"Vallejo","CA",-122.3125,38.1875
"Walnut Creek","CA",-122.0625,37.9375
"Yountville","CA",-122.3125,38.4375
"Oakland","CA",-122.1875,37.8125
"Emeryville","CA",-122.3125,37.8125
"Piedmont","CA",-121.9375,37.6875
"Berkeley","CA",-122.3125,37.8125
"Albany","CA",-122.3125,37.9375
"Richmond","CA",-122.3125,37.9375
"El Sobrante","CA",-122.3125,37.9375
"San Pablo","CA",-122.3125,37.9375
"San Rafael","CA",-122.5625,37.9375
"Greenbrae","CA",-122.5625,37.9375
"Kentfield","CA",-122.6875,38.0625
"Belvedere Tiburon","CA",-122.5625,37.9375
"Bodega","CA",-122.9375,38.3125
"Bodega Bay","CA",-123.0625,38.3125
"Bolinas","CA",-122.6875,37.9375
"Corte Madera","CA",-122.5625,37.9375
"Cotati","CA",-122.9375,38.4375
"Rohnert Park","CA",-122.9375,38.4375
"Dillon Beach","CA",-122.9375,38.1875
"Fairfax","CA",-122.5625,37.9375
"Forest Knolls","CA",-122.6875,38.0625
"Inverness","CA",-122.9375,38.0625
"Lagunitas","CA",-122.6875,38.0625
"Larkspur","CA",-122.5625,37.9375
"Marshall","CA",-122.9375,38.1875
"Mill Valley","CA",-122.5625,37.9375
"Novato","CA",-122.5625,38.0625
"Nicasio","CA",-122.6875,38.0625
"Olema","CA",-122.8125,38.0625
"Penngrove","CA",-122.6875,38.3125
"Petaluma","CA",-122.6875,38.1875
"Point Reyes Station","CA",-122.8125,38.0625
"Ross","CA",-122.5625,38.0625
"San Anselmo","CA",-122.5625,37.9375
"San Geronimo","CA",-122.6875,38.0625
"San Quentin","CA",-122.5625,37.9375
"Sausalito","CA",-122.5625,37.9375
"Stinson Beach","CA",-122.6875,37.9375
"Tomales","CA",-122.9375,38.1875
"Valley Ford","CA",-122.9375,38.3125
"Woodacre","CA",-122.6875,38.0625
"Aptos","CA",-121.9375,37.0625
"Alviso","CA",-121.9375,37.4375
"Aromas","CA",-121.6875,36.9375
"Ben Lomond","CA",-122.0625,37.0625
"Boulder Creek","CA",-122.1875,37.1875
"Brookdale","CA",-122.0625,37.0625
"Campbell","CA",-121.9375,37.3125
"Capitola","CA",-121.9375,37.0625
"Castroville","CA",-121.6875,36.8125
"Coyote","CA",-121.6875,37.1875
"Cupertino","CA",-122.0625,37.3125
"Davenport","CA",-122.1875,37.0625
"Felton","CA",-122.0625,37.0625
"Freedom","CA",-121.8125,36.9375
"Gilroy","CA",-121.5625,37.0625
"Hollister","CA",-121.4375,36.8125
"Holy City","CA",-121.6875,37.1875
"Los Gatos","CA",-121.9375,37.1875
"Milpitas","CA",-121.9375,37.4375
"Morgan Hill","CA",-121.6875,37.1875
"Moss Landing","CA",-121.6875,36.8125
"Mount Hermon","CA",-122.0625,37.0625
"New Almaden","CA",-121.6875,37.1875
"Paicines","CA",-121.0625,36.5625
"Redwood Estates","CA",-121.6875,37.1875
"San Juan Bautista","CA",-121.5625,36.8125
"San Martin","CA",-121.5625,37.0625
"Santa Clara","CA",-121.9375,37.3125
"Santa Cruz","CA",-122.0625,37.0625
"Scotts Valley","CA",-122.0625,37.0625
"Saratoga","CA",-122.0625,37.3125
"Soquel","CA",-121.9375,37.0625
"Tres Pinos","CA",-121.3125,36.8125
"Watsonville","CA",-121.8125,36.9375
"San Jose","CA",-121.6875,37.1875
"Mount Hamilton","CA",-121.6875,37.4375
"Stockton","CA",-121.3125,37.6875
"Acampo","CA",-121.1875,38.1875
"Altaville","CA",-120.5625,38.0625
"Angels Camp","CA",-120.5625,38.0625
"Arnold","CA",-120.3125,38.3125
"Avery","CA",-120.3125,38.1875
"Burson","CA",-120.9375,38.1875
"Campo Seco","CA",-120.8125,38.1875
"Clements","CA",-121.0625,38.1875
"Copperopolis","CA",-120.6875,37.9375
"Douglas Flat","CA",-120.4375,38.0625
"Farmington","CA",-120.8125,37.9375
"French Camp","CA",-121.3125,37.9375
"Glencoe","CA",-120.5625,38.3125
"Hathaway Pines","CA",-120.3125,38.1875
"Holt","CA",-121.3125,37.9375
"Linden","CA",-121.0625,38.0625
"Lockeford","CA",-121.1875,38.1875
"Lodi","CA",-121.3125,38.0625
